270,13244,26522,2.63,"STUDENT_LESSON","2015-04-22 09:16:03",NULL
271,13244,26522,2.63,"STUDENT_LESSON","2015-04-23 07:10:24.493569",NULL
272,13244,5457,2.5,"STUDENT_LESSON","2015-04-23 05:03:31",NULL
273,13244,26522,2.63,"STUDENT_LESSON","2015-04-24 05:28:08.784929",NULL
274,13244,10246,1.5,"STUDENT_FIRST","2015-04-24 06:53:36",NULL
275,13244,26522,2.63,"STUDENT_LESSON","2015-04-25 10:06:21.313925",NULL
276,13244,5457,2.5,"STUDENT_LESSON","2015-04-26 19:04:00.221994",NULL
277,13244,26522,2.63,"STUDENT_LESSON","2015-04-28 06:05:59.340052",NULL
278,13244,15471,2.0,"STUDENT_LESSON","2015-04-28 16:53:52.416884",NULL
279,13244,26522,2.63,"STUDENT_LESSON","2015-04-30 08:15:36.35038",NULL
280,13244,26522,2.63,"STUDENT_LESSON","2015-05-03 12:22:23.088723",NULL
281,13244,5457,2.5,"STUDENT_LESSON","2015-05-04 07:28:32.585106",NULL
282,13244,26522,2.63,"STUDENT_LESSON","2015-05-05 09:25:18.946524",NULL
283,13244,15471,2.0,"STUDENT_LESSON","2015-05-05 14:52:14.349654",NULL
284,13244,15471,2.0,"STUDENT_LESSON","2015-05-06 10:57:25.436946",NULL
285,13244,26522,2.63,"STUDENT_LESSON","2015-05-08 09:21:47.627678",NULL
286,13244,15471,2.0,"STUDENT_LESSON","2015-05-12 10:11:47.254892",NULL
287,13244,5457,2.5,"STUDENT_LESSON","2015-05-12 08:15:58",NULL
288,13244,25339,8.3333,"STUDENT_FIRST","2015-05-12 17:04:04.824032",NULL
289,13244,5457,2.5,"STUDENT_LESSON","2015-05-14 16:12:42.430267",NULL
290,13244,5457,2.5,"STUDENT_LESSON","2015-05-14 16:12:49.529078",NULL
291,13244,26522,2.63,"STUDENT_LESSON","2015-05-15 21:04:43.568317",NULL
293,13244,26522,2.63,"STUDENT_LESSON","2015-05-18 09:07:11.202492",NULL
292,13244,5457,2.5,"STUDENT_LESSON","2015-05-17 13:07:00",NULL
294,13244,26522,2.63,"STUDENT_LESSON","2015-05-19 07:59:31.411234",NULL
299,16074,32152,0.508148,"STUDENT_FIRST","2015-05-20 10:12:55.155629",9342
300,21983,31913,1.038074,"STUDENT_FIRST","2015-05-20 10:12:55.179789",9278
301,15331,30639,3.0,"STUDENT_FIRST","2015-05-20 10:12:55.205173",8883
302,15331,32770,1.96,"STUDENT_FIRST","2015-05-20 15:40:52.659287",9594
303,15433,16473,0.4428,"STUDENT_LESSON","2015-05-20 19:11:12.292046",21769
304,21983,31913,0.180553,"STUDENT_LESSON","2015-05-21 08:18:28.387061",21772
305,31,24443,0.20664,"STUDENT_LESSON","2015-05-21 12:10:54.792011",21852
306,13244,26522,2.63,"STUDENT_LESSON","2015-05-22 07:48:47.019235",NULL
307,31,24443,0.20664,"STUDENT_LESSON","2015-05-22 08:40:04.408934",21965
308,15331,30639,0.6048,"STUDENT_LESSON","2015-05-22 10:44:56.752628",21971
